,title,year,genre,country_first,iso3,continent
1996,Alien Abduction,2005,"Horror, Sci-Fi, Thriller",USA,USA,North America
1997,Superhero - Il più dotato fra i supereroi,2008,"Action, Comedy, Sci-Fi",USA,USA,North America
1998,Invasion,2007,"Sci-Fi, Thriller",USA,USA,North America
1999,Studio 666,2005,"Horror, Music, Sci-Fi",USA,USA,North America
2000,The house of the deads 2: contagio finale,2005,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
2001,Half-Life,2008,"Drama, Sci-Fi",USA,USA,North America
2002,Resident Evil: Extinction,2007,"Action, Horror, Sci-Fi",France,FRA,Europe
2003,Krrish,2006,"Action, Sci-Fi",India,IND,Asia
2004,Real Steel,2011,"Action, Drama, Sci-Fi",USA,USA,North America
2005,V per Vendetta,2005,"Action, Drama, Sci-Fi",USA,USA,North America
2006,Gammera the Invincible,1966,"Family, Sci-Fi",USA,USA,North America
2007,Sex,2003,Sci-Fi,Spain,ESP,Europe
2008,The Giver - Il mondo di Jonas,2014,"Drama, Romance, Sci-Fi",South Africa,ZAF,Africa
2009,Next,2007,"Action, Sci-Fi, Thriller",USA,USA,North America
2010,Alita - Angelo della battaglia,2019,"Action, Adventure, Sci-Fi",USA,USA,North America
2011,Blade Gen - The Gene Generation,2007,"Action, Sci-Fi",USA,USA,North America
2012,Terminator Salvation,2009,"Action, Adventure, Sci-Fi",USA,USA,North America
2013,Gadkie lebedi,2006,"Drama, Mystery, Sci-Fi",Russia,RUS,Europe
2014,Horrors of War,2006,"Action, Horror, Sci-Fi",USA,USA,North America
2015,Monarch of the Moon,2005,"Action, Comedy, Sci-Fi",USA,USA,North America
2016,Slither,2006,"Comedy, Horror, Sci-Fi",Canada,CAN,North America
2017,Pryamokhozhdenie,2005,"Drama, Sci-Fi",Netherlands,NLD,Europe
2018,Zhui ji 8 yue 15,2004,"Comedy, Sci-Fi",Hong Kong,HKG,Asia
2019,Cyxork 7,2006,"Comedy, Sci-Fi",USA,USA,North America
2020,Spiritual Warriors,2007,"Adventure, Sci-Fi",USA,USA,North America
2021,Unholy,2007,"Horror, Sci-Fi, Thriller",USA,USA,North America
2022,L'ignoto spazio profondo,2005,Sci-Fi,Germany,DEU,Europe
2023,Un ticket pour l'espace,2006,"Comedy, Sci-Fi",France,FRA,Europe
2024,Somne,2005,"Horror, Sci-Fi, Thriller",Spain,ESP,Europe
2025,Isolation - La Fattoria del Terrore,2005,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
2026,Alien Incursion,2006,"Comedy, Horror, Sci-Fi",Canada,CAN,North America
2027,Sunshine,2007,"Sci-Fi, Thriller",United Kingdom,GBR,Europe
2028,FAQ: Frequently Asked Questions,2004,Sci-Fi,Spain,ESP,Europe
2029,Puzzlehead,2005,"Drama, Sci-Fi",USA,USA,North America
2030,Death Race,2008,"Action, Sci-Fi, Thriller",USA,USA,North America
2031,Sengoku jieitai 1549,2005,"Action, Sci-Fi",Japan,JPN,Asia
2032,Déjà vu - Corsa contro il tempo,2006,"Action, Crime, Sci-Fi",USA,USA,North America
2033,La antena,2007,"Drama, Fantasy, Sci-Fi",Argentina,ARG,South America
2034,The Noah,1975,"Drama, Fantasy, Sci-Fi",USA,USA,North America
2035,Pulse,2006,"Horror, Sci-Fi",USA,USA,North America
2036,The Kovak box - Controllo mentale,2006,"Mystery, Sci-Fi, Thriller",Spain,ESP,Europe
2037,Shinkaijû Reigô,2005,"Action, Fantasy, Sci-Fi",Japan,JPN,Asia
2038,Altered - Paura dallo spazio profondo,2006,"Horror, Sci-Fi, Thriller",USA,USA,North America
2039,The Butterfly Effect 2,2006,"Drama, Sci-Fi, Thriller",USA,USA,North America
2040,Evil Behind You,2006,"Action, Comedy, Sci-Fi",USA,USA,North America
2041,Star Worms II: Attack of the Pleasure Pods,1985,Sci-Fi,USA,USA,North America
2042,Captain America - Il primo Vendicatore,2011,"Action, Adventure, Sci-Fi",USA,USA,North America
2043,Right at Your Door,2006,"Drama, Sci-Fi, Thriller",USA,USA,North America
2044,X-Men: le origini - Wolverine,2009,"Action, Adventure, Sci-Fi",USA,USA,North America
2045,Lies Inc.,2004,Sci-Fi,France,FRA,Europe
2046,Generation P,2011,"Comedy, Drama, Sci-Fi",Russia,RUS,Europe
2047,Paragraf 78,2007,"Action, Sci-Fi, Thriller",Russia,RUS,Europe
2048,Pervye na Lune,2005,"Mystery, Sci-Fi",Russia,RUS,Europe
2049,Frankenstein Reborn,2005,"Horror, Sci-Fi, Thriller",USA,USA,North America
2050,Night Skies,2007,"Horror, Sci-Fi, Thriller",USA,USA,North America
2051,Unidentified,2006,Sci-Fi,USA,USA,North America
2052,Eri Eri rema sabakutani,2005,"Drama, Music, Sci-Fi",Japan,JPN,Asia
2053,Automatons,2006,"Horror, Sci-Fi",USA,USA,North America
2054,The Unknown Trilogy,2007,"Drama, Horror, Sci-Fi",USA,USA,North America
2055,High-Rise: La rivolta,2015,"Drama, Sci-Fi",United Kingdom,GBR,Europe
2056,Outlander - L'ultimo vichingo,2008,"Action, Adventure, Sci-Fi",USA,USA,North America
2057,28 settimane dopo,2007,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
2058,Candy Stripers,2006,"Horror, Sci-Fi",USA,USA,North America
2059,Push,2009,"Action, Sci-Fi, Thriller",USA,USA,North America
2060,La mia super ex-ragazza,2006,"Comedy, Romance, Sci-Fi",USA,USA,North America
2061,Pyl,2005,"Comedy, Drama, Sci-Fi",Russia,RUS,Europe
2062,Hinokio,2005,"Drama, Sci-Fi",Japan,JPN,Asia
2063,The Moment After 2 - Ritorno alla vita,2006,"Drama, Sci-Fi, Thriller",USA,USA,North America
2064,The Astronaut Farmer,2006,"Adventure, Drama, Sci-Fi",USA,USA,North America
2065,Cheon gun,2005,"Action, Comedy, Sci-Fi",South Korea,KOR,Asia
2066,Ex Machina,2014,"Drama, Sci-Fi, Thriller",United Kingdom,GBR,Europe
2067,The Strange Case of Dr. Jekyll and Mr. Hyde,2006,"Horror, Sci-Fi",USA,USA,North America
2068,11:59 - Sfida contro il tempo,2005,"Mystery, Sci-Fi, Thriller",USA,USA,North America
2069,Nihon chinbotsu,2006,"Adventure, Drama, Sci-Fi",Japan,JPN,Asia
2070,Dead Men Walking,2005,"Action, Horror, Sci-Fi",USA,USA,North America
2071,Mulberry St,2006,"Horror, Sci-Fi, Thriller",USA,USA,North America
2072,Unearthed,2007,"Horror, Mystery, Sci-Fi",USA,USA,North America
2073,Creature of Darkness,2009,"Horror, Sci-Fi",USA,USA,North America
2074,Mechenosets,2006,"Action, Romance, Sci-Fi",Russia,RUS,Europe
2075,Tung mung kei yuen,2005,"Comedy, Drama, Sci-Fi",Hong Kong,HKG,Asia
2076,The Men Who Fell,2007,"Horror, Sci-Fi",USA,USA,North America
2077,Hvordan vi slipper af med de andre,2007,"Comedy, Drama, Sci-Fi",Denmark,DNK,Europe
2078,Special,2006,"Comedy, Drama, Sci-Fi",USA,USA,North America
2079,Dasavatharam,2008,"Action, Adventure, Sci-Fi",India,IND,Asia
2080,Aziris nuna,2006,"Adventure, Family, Sci-Fi",Russia,RUS,Europe
2081,Die Wolke,2006,"Drama, Sci-Fi, Thriller",Germany,DEU,Europe
2082,Atlas Shrugged: Part I,2011,"Drama, Mystery, Sci-Fi",USA,USA,North America
2083,Timecrimes,2007,"Horror, Mystery, Sci-Fi",Spain,ESP,Europe
2084,Displaced,2006,"Action, Adventure, Sci-Fi",United Kingdom,GBR,Europe
2085,Project Grey,2007,"Sci-Fi, Thriller",Canada,CAN,North America
2086,The Prestige,2006,"Drama, Mystery, Sci-Fi",United Kingdom,GBR,Europe
2087,Doomsday - Il giorno del giudizio,2008,"Action, Sci-Fi, Thriller",United Kingdom,GBR,Europe
2088,La hora fría,2006,"Horror, Mystery, Sci-Fi",Spain,ESP,Europe
2089,Silk - Si può catturare un fantasma?,2006,"Horror, Mystery, Sci-Fi",Taiwan,TWN,Asia
2090,Guardians,2009,"Horror, Sci-Fi",USA,USA,North America
2091,Trail of the Screaming Forehead,2007,"Comedy, Sci-Fi",USA,USA,North America
2092,Day X,2005,"Horror, Sci-Fi",USA,USA,North America
2093,Dante 01 - Benvenuti all'inferno,2008,"Sci-Fi, Thriller",France,FRA,Europe
2094,Jumper,2008,"Action, Adventure, Sci-Fi",USA,USA,North America
2095,Warriors of Terra,2006,"Horror, Sci-Fi",Canada,CAN,North America
2096,Kaw - L'attacco dei corvi imperiali,2007,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
2097,The Zero Years,2005,"Drama, Sci-Fi",Greece,GRC,Europe
2098,Millennium Crisis,2007,"Sci-Fi, Thriller",USA,USA,North America
2099,Freezer Burn,2007,"Comedy, Drama, Sci-Fi",USA,USA,North America
2100,Samâ taimu mashin burûsu,2005,"Comedy, Sci-Fi",Japan,JPN,Asia
2101,The Man from Earth,2007,"Drama, Fantasy, Sci-Fi",USA,USA,North America
2102,Nuit noire,2005,"Drama, Mystery, Sci-Fi",Belgium,BEL,Europe
2103,Illegal Aliens,2007,"Comedy, Sci-Fi",USA,USA,North America
2104,The Last Sentinel,2007,"Action, Sci-Fi",USA,USA,North America
2105,Mimzy - Il segreto dell'universo,2007,"Drama, Family, Sci-Fi",USA,USA,North America
2106,L'uomo d'acciaio,2013,"Action, Adventure, Sci-Fi",USA,USA,North America
2107,Black Sheep - Pecore assassine,2006,"Comedy, Horror, Sci-Fi",New Zealand,NZL,Oceania
2108,Signal,2007,"Horror, Sci-Fi, Thriller",USA,USA,North America
2109,Dr. Plonk,2007,"Action, Comedy, Sci-Fi",Australia,AUS,Oceania
2110,Recon 2022: The Mezzo Incident,2007,Sci-Fi,Canada,CAN,North America
2111,Star Trek,2009,"Action, Adventure, Sci-Fi",USA,USA,North America
2112,Madrigal,2007,Sci-Fi,Cuba,CUB,North America
2113,Electroma,2006,"Adventure, Sci-Fi",France,FRA,Europe
2114,L'incredibile Hulk,2008,"Action, Adventure, Sci-Fi",USA,USA,North America
2115,The Monster of Phantom Lake,2006,"Comedy, Horror, Sci-Fi",USA,USA,North America
2116,Sleep Dealer,2008,"Drama, Romance, Sci-Fi",Mexico,MEX,North America
2117,Contagio letale,2009,"Adventure, Drama, Sci-Fi",USA,USA,North America
2118,977,2006,"Drama, Sci-Fi",Russia,RUS,Europe
2119,Dünyayi Kurtaran Adam'in Oglu,2006,"Action, Comedy, Sci-Fi",Turkey,TUR,Asia
2120,Malta con Huevo,2007,"Comedy, Crime, Sci-Fi",Chile,CHL,South America
2121,Driller,2006,"Horror, Sci-Fi",USA,USA,North America
2122,Nos amis les Terriens,2006,Sci-Fi,France,FRA,Europe
2123,Nine Miles Down,2009,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
2124,One Day Like Rain,2007,"Drama, Sci-Fi",USA,USA,North America
2125,Interstellar,2014,"Adventure, Drama, Sci-Fi",USA,USA,North America
2126,Meatball Machine,2005,"Action, Horror, Sci-Fi",Japan,JPN,Asia
2127,Socket,2007,"Drama, Romance, Sci-Fi",USA,USA,North America
2128,Quatermass Conclusion: La Terra esplode,1979,"Drama, Mystery, Sci-Fi",United Kingdom,GBR,Europe
2129,20 Years After,2008,"Drama, Fantasy, Sci-Fi",USA,USA,North America
2130,Saishû heiki kanojo,2005,"Action, Fantasy, Sci-Fi",Japan,JPN,Asia
2131,Pandemic,2009,"Drama, Sci-Fi, Thriller",USA,USA,North America
2132,La furia del drago,1974,"Action, Crime, Sci-Fi",USA,USA,North America
2133,Jaane Hoga Kya,2006,"Action, Crime, Sci-Fi",India,IND,Asia
2134,Event 16,2006,Sci-Fi,New Zealand,NZL,Oceania
2135,Godzilla,2014,"Action, Adventure, Sci-Fi",USA,USA,North America
2136,Visioneers,2008,"Comedy, Drama, Sci-Fi",USA,USA,North America
2137,UKM: The Ultimate Killing Machine,2006,"Horror, Sci-Fi",Canada,CAN,North America
2138,Nihon igai zenbu chinbotsu,2006,"Comedy, Sci-Fi",Japan,JPN,Asia
2139,The Speed of Thought,2011,"Sci-Fi, Thriller",USA,USA,North America
2140,The Avengers,2012,"Action, Adventure, Sci-Fi",USA,USA,North America
2141,Travis,2016,"Horror, Sci-Fi, Thriller",USA,USA,North America
2142,Le cronache dei morti viventi,2007,"Fantasy, Horror, Sci-Fi",USA,USA,North America
2143,Showdown at Area 51,2007,"Action, Sci-Fi, Thriller",USA,USA,North America
2144,The Chasing World,2008,"Horror, Mystery, Sci-Fi",Japan,JPN,Asia
2145,Salvation,2007,"Action, Horror, Sci-Fi",USA,USA,North America
2146,Blindness - Cecità,2008,"Drama, Mystery, Sci-Fi",Brazil,BRA,South America
2147,Chile Puede,2008,"Comedy, Sci-Fi",Chile,CHL,South America
2148,Bottom Feeder,2007,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
2149,Serum,2006,"Horror, Sci-Fi",USA,USA,North America
2150,The Zombie Diaries,2006,"Horror, Sci-Fi",United Kingdom,GBR,Europe
2151,The Mist,2007,"Horror, Sci-Fi, Thriller",USA,USA,North America
2152,Chrysalis,2007,"Crime, Drama, Sci-Fi",France,FRA,Europe
2153,Fascisti su Marte,2006,"Comedy, Sci-Fi",Italy,ITA,Europe
2154,Steak,2007,"Comedy, Sci-Fi",France,FRA,Europe
2155,Outpost,2008,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
2156,Robodoc,2009,"Comedy, Sci-Fi",USA,USA,North America
2157,Franklyn,2008,"Drama, Fantasy, Sci-Fi",United Kingdom,GBR,Europe
2158,La cosa,2011,"Horror, Mystery, Sci-Fi",Canada,CAN,North America
2159,Baburu e go!! Taimu mashin wa doramu-shiki,2007,"Comedy, Sci-Fi",Japan,JPN,Asia
2160,Frequently Asked Questions About Time Travel,2009,"Comedy, Sci-Fi",United Kingdom,GBR,Europe
2161,2035 - The mind jumper,2007,"Action, Sci-Fi",Bulgaria,BGR,Europe
2162,Blood Predator,2007,"Horror, Sci-Fi",USA,USA,North America
2163,Jackboots on Whitehall,2010,"Animation, Comedy, Sci-Fi",United Kingdom,GBR,Europe
2164,Plaguers,2008,"Horror, Sci-Fi",USA,USA,North America
2165,The Dead Undead,2010,"Action, Horror, Sci-Fi",USA,USA,North America
2166,Heatstroke,2008,"Action, Horror, Sci-Fi",USA,USA,North America
2167,Terror Inside,2008,"Horror, Sci-Fi, Thriller",USA,USA,North America
2168,La possibilité d'une île,2008,"Drama, Sci-Fi",France,FRA,Europe
2169,"Glenn, the Flying Robot",2010,"Drama, Sci-Fi",Belgium,BEL,Europe
2170,Bane,2008,"Horror, Sci-Fi",United Kingdom,GBR,Europe
2171,Kidô senshi Gandamu: Dai 08 MS shôtai - Mirâzu ripôto,1998,"Animation, Action, Sci-Fi",Japan,JPN,Asia
2172,The Amazing Spider-Man,2012,"Action, Adventure, Sci-Fi",USA,USA,North America
2173,E venne il giorno,2008,"Drama, Mystery, Sci-Fi",USA,USA,North America
2174,The Last Man,2008,Sci-Fi,USA,USA,North America
2175,Zombie Strippers,2008,"Comedy, Horror, Sci-Fi",USA,USA,North America
2176,The Last Gateway,2007,Sci-Fi,Argentina,ARG,South America
2177,The Objective,2008,"Horror, Sci-Fi, Thriller",USA,USA,North America
2178,Repo! The Genetic Opera,2008,"Horror, Musical, Sci-Fi",USA,USA,North America
2179,MindFlesh,2008,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
2180,White Wall,2010,"Action, Mystery, Sci-Fi",USA,USA,North America
2181,Próxima,2007,Sci-Fi,Spain,ESP,Europe
2182,Ultimatum alla Terra,2008,"Drama, Sci-Fi, Thriller",USA,USA,North America
2183,Obitaemyy ostrov,2009,"Action, Adventure, Sci-Fi",Russia,RUS,Europe
2184,Fragment,2009,"Horror, Sci-Fi, Thriller",Australia,AUS,Oceania
2185,Chemical Wedding,2008,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
2186,The Vanguard,2008,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
2187,Slices,2008,"Horror, Sci-Fi",USA,USA,North America
2188,Il mondo dei replicanti,2009,"Action, Sci-Fi, Thriller",USA,USA,North America
2189,One-Eyed Monster,2008,"Comedy, Horror, Sci-Fi",USA,USA,North America
2190,Dead Air,2009,"Horror, Sci-Fi, Thriller",USA,USA,North America
2191,Alien Raiders,2008,"Action, Horror, Sci-Fi",USA,USA,North America
2192,Dai-Nihonjin,2007,"Action, Comedy, Sci-Fi",Japan,JPN,Asia
2193,Urutoraman Mebiusu ando Urutora kyôdai,2006,"Action, Fantasy, Sci-Fi",Japan,JPN,Asia
2194,Prism,2007,"Drama, Mystery, Sci-Fi",USA,USA,North America
2195,Snatchers,2019,"Comedy, Horror, Sci-Fi",USA,USA,North America
2196,The Exigency,2019,Sci-Fi,USA,USA,North America
2197,Chernobyl: Zona otchuzhdeniya,2019,"Drama, Mystery, Sci-Fi",Russia,RUS,Europe
2198,The Poughkeepsie Tapes,2007,"Horror, Mystery, Sci-Fi",USA,USA,North America
2199,Ji yin jue ding wo ai ni,2007,"Comedy, Romance, Sci-Fi",Taiwan,TWN,Asia
2200,2177: The San Francisco Love Hacker Crimes,2019,Sci-Fi,USA,USA,North America
2201,Densetsu kyojin ideon: Hatsudou-hen,1982,"Animation, Sci-Fi",Japan,JPN,Asia
2202,Battle Planet,2008,Sci-Fi,USA,USA,North America
2203,Splice,2009,"Drama, Horror, Sci-Fi",Canada,CAN,North America
2204,Universal Soldiers,2007,"Action, Adventure, Sci-Fi",USA,USA,North America
2205,Doghouse,2009,"Comedy, Horror, Sci-Fi",United Kingdom,GBR,Europe
2206,Monster Island,2019,"Action, Adventure, Sci-Fi",USA,USA,North America
2207,Ang hupa,2019,"Drama, Sci-Fi",Philippines,PHL,Asia
2208,Gemini Man,2019,"Action, Drama, Sci-Fi",China,CHN,Asia
2209,Cyber Bride,2019,Sci-Fi,United Kingdom,GBR,Europe
2210,InAlienable,2007,Sci-Fi,USA,USA,North America
2211,Krrish 3,2013,"Action, Sci-Fi",India,IND,Asia
2212,Bad Girl Island,2007,"Mystery, Sci-Fi",Bahamas,BHS,North America
2213,Splinter,2008,"Horror, Sci-Fi, Thriller",USA,USA,North America
2214,Truffe,2008,"Comedy, Drama, Sci-Fi",Canada,CAN,North America
2215,Termination,2019,"Action, Horror, Sci-Fi",USA,USA,North America
2216,Portals,2019,"Horror, Sci-Fi",USA,USA,North America
2217,Gamer,2009,"Action, Sci-Fi, Thriller",USA,USA,North America
2218,Cold Skin - La creatura di Atlantide,2017,"Fantasy, Horror, Sci-Fi",Spain,ESP,Europe
2219,All people disappeared forever,2019,"Sci-Fi, Thriller",Uzbekistan,UZB,Asia
2220,Deadland,2009,"Action, Drama, Sci-Fi",USA,USA,North America
2221,Pulse 2: Afterlife,2008,"Drama, Horror, Sci-Fi",USA,USA,North America
2222,The King of Fighters,2010,"Action, Sci-Fi, Thriller",Japan,JPN,Asia
2223,Robo,2019,"Adventure, Family, Sci-Fi",Russia,RUS,Europe
2224,Cave Women on Mars,2008,Sci-Fi,USA,USA,North America
2225,El mal ajeno,2010,"Drama, Sci-Fi, Thriller",Spain,ESP,Europe
2226,Wasteland,2011,"Action, Adventure, Sci-Fi",USA,USA,North America
2227,G.I. Joe - La nascita dei Cobra,2009,"Action, Adventure, Sci-Fi",USA,USA,North America
2228,Resiklo,2007,"Action, Fantasy, Sci-Fi",Philippines,PHL,Asia
2229,Shadowplay,2007,"Sci-Fi, Thriller",USA,USA,North America
2230,L'uomo invisibile,2020,"Horror, Mystery, Sci-Fi",Canada,CAN,North America
2231,Repo Men,2010,"Action, Sci-Fi, Thriller",USA,USA,North America
2232,Transformers - La vendetta del caduto,2009,"Action, Adventure, Sci-Fi",USA,USA,North America
2233,"Sexykiller, morirás por ella",2008,"Comedy, Horror, Sci-Fi",Spain,ESP,Europe
2234,Dying God,2008,"Horror, Sci-Fi, Thriller",France,FRA,Europe
2235,Return to Horror Hotel,2019,"Horror, Sci-Fi",USA,USA,North America
2236,Don't Speak,2020,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
2237,Ningen shikkaku,2019,"Animation, Action, Sci-Fi",Japan,JPN,Asia
2238,Apna Asmaan,2007,"Drama, Sci-Fi",India,IND,Asia
2239,(NE) Idealnyy muzhchina,2020,"Comedy, Romance, Sci-Fi",Russia,RUS,Europe
2240,Eden Log,2007,"Horror, Mystery, Sci-Fi",France,FRA,Europe
2241,Kamisama no pazuru,2008,Sci-Fi,Japan,JPN,Asia
2242,Paul,2011,"Adventure, Comedy, Sci-Fi",USA,USA,North America
2243,Paragraf 78 - Film vtoroy,2007,"Action, Sci-Fi, Thriller",Russia,RUS,Europe
2244,Deadlands 2: Trapped,2008,"Horror, Sci-Fi, Thriller",USA,USA,North America
2245,Tron: Legacy,2010,"Action, Adventure, Sci-Fi",USA,USA,North America
2246,Swamp Devil,2008,"Action, Horror, Sci-Fi",Canada,CAN,North America
2247,The Alpha Test,2020,Sci-Fi,USA,USA,North America
2248,Mars,2010,"Animation, Comedy, Sci-Fi",USA,USA,North America
2249,Hollywood,2003,"Comedy, Sci-Fi",India,IND,Asia
2250,Seres: Genesis,2010,"Action, Adventure, Sci-Fi",Mexico,MEX,North America
2251,Alien Trespass,2009,"Comedy, Horror, Sci-Fi",USA,USA,North America
2252,Cicak-Man,2006,"Action, Comedy, Sci-Fi",Malaysia,MYS,Asia
2253,Dragon Ball Z: Il destino dei Saiyan,1991,"Animation, Action, Sci-Fi",Japan,JPN,Asia
2254,Radio Free Albemuth,2010,"Drama, Sci-Fi",USA,USA,North America
2255,2:22 - Il destino è già scritto,2017,"Drama, Mystery, Sci-Fi",Australia,AUS,Oceania
2256,Mutants,2008,"Action, Horror, Sci-Fi",USA,USA,North America
2257,Lanterna Verde,2011,"Action, Adventure, Sci-Fi",USA,USA,North America
2258,ZMD: Zombies of Mass Destruction,2009,"Comedy, Horror, Sci-Fi",USA,USA,North America
2259,Tell-Tale,2009,"Drama, Horror, Sci-Fi",United Kingdom,GBR,Europe
2260,District 9,2009,"Action, Sci-Fi, Thriller",South Africa,ZAF,Africa
2261,Scourge,2008,"Horror, Mystery, Sci-Fi",USA,USA,North America
2262,The App,2019,"Drama, Sci-Fi, Thriller",Italy,ITA,Europe
2263,Psycho-Pass 3: First Inspector,2020,"Animation, Sci-Fi",Japan,JPN,Asia
2264,Mutants,2009,"Drama, Horror, Sci-Fi",France,FRA,Europe
2265,Devil's Tomb - A caccia del diavolo,2009,"Action, Horror, Sci-Fi",USA,USA,North America
2266,Super Hybrid,2010,"Horror, Sci-Fi, Thriller",USA,USA,North America
2267,Green Eyed Monster,2007,"Horror, Mystery, Sci-Fi",USA,USA,North America
2268,The Colony,2013,"Action, Sci-Fi, Thriller",Canada,CAN,North America
2269,Brigada explosiva: Misión pirata,2008,"Crime, Mystery, Sci-Fi",Argentina,ARG,South America
2270,Gentlemen Broncos,2009,"Adventure, Comedy, Sci-Fi",USA,USA,North America
2271,The Vanquisher,2016,"Action, Adventure, Sci-Fi",USA,USA,North America
2272,Chrysalis,2008,Sci-Fi,USA,USA,North America
2273,Dans une galaxie près de chez vous 2,2008,"Comedy, Sci-Fi",Canada,CAN,North America
2274,Shifter,2020,"Horror, Sci-Fi, Thriller",USA,USA,North America
2275,It's Alive,2009,"Horror, Sci-Fi",USA,USA,North America
2276,Walk Away,2020,"Sci-Fi, Thriller",USA,USA,North America
2277,Tetsuo: The Bullet Man,2009,"Action, Horror, Sci-Fi",Japan,JPN,Asia
2278,Race,2007,"Animation, Sci-Fi",USA,USA,North America
2279,Collision Earth,2020,Sci-Fi,USA,USA,North America
2280,Moon,2009,"Drama, Mystery, Sci-Fi",United Kingdom,GBR,Europe
2281,Freakdog,2008,"Fantasy, Horror, Sci-Fi",United Kingdom,GBR,Europe
2282,Kansen rettô,2009,"Drama, Sci-Fi, Thriller",Japan,JPN,Asia
2283,2012,2009,"Action, Adventure, Sci-Fi",USA,USA,North America
2284,Opapatika,2007,"Action, Fantasy, Sci-Fi",Thailand,THA,Asia
2285,Sputnik,2020,"Drama, Horror, Sci-Fi",Russia,RUS,Europe
2286,Girara no gyakushû: Tôya-ko Samitto kikiippatsu,2008,"Comedy, Sci-Fi",Japan,JPN,Asia
2287,Apocalypse of the Dead,2009,"Action, Horror, Sci-Fi",Serbia,SRB,Europe
2288,Dark Reprieve,2008,"Mystery, Sci-Fi, Thriller",Canada,CAN,North America
2289,Blu profondo 3,2020,"Action, Horror, Sci-Fi",USA,USA,North America
2290,After Last Season,2009,"Animation, Drama, Sci-Fi",USA,USA,North America
2291,Sex Galaxy,2008,"Comedy, Sci-Fi",USA,USA,North America
2292,Autumn,2009,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
2293,Six Reasons Why,2008,"Sci-Fi, Western",Canada,CAN,North America
2294,Coronavirus. Apocalypse,2020,"Fantasy, Sci-Fi, Thriller",Spain,ESP,Europe
2295,Amityville Island,2020,"Action, Horror, Sci-Fi",USA,USA,North America
2296,La fine del mondo,2013,"Comedy, Sci-Fi",United Kingdom,GBR,Europe
2297,Trigger Points,2020,Sci-Fi,United Kingdom,GBR,Europe
