,title,year,genre,country_first,iso3,continent
2953,Ridge War Z,2013,"Horror, Sci-Fi, Thriller",USA,USA,North America
2954,Lake Eerie,2016,"Horror, Sci-Fi, Thriller",USA,USA,North America
2955,ETXR,2014,"Adventure, Music, Sci-Fi",USA,USA,North America
2956,Enemy Empire,2013,"Adventure, Fantasy, Sci-Fi",USA,USA,North America
2957,The Sunderland Experiment,2014,"Drama, Horror, Sci-Fi",USA,USA,North America
2958,Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Sci-Fi",USA,USA,North America
2959,Bigfoot Wars,2014,Sci-Fi,USA,USA,North America
2960,Last Son,2013,"Action, Drama, Sci-Fi",USA,USA,North America
2961,2101,2014,"Action, Adventure, Sci-Fi",USA,USA,North America
2962,Criminal,2016,"Action, Sci-Fi, Thriller",USA,USA,North America
2963,Ghost in the Shell: Arise - Border 2: Ghost Whisper,2013,"Animation, Action, Sci-Fi",Japan,JPN,Asia
2964,They Will Outlive Us All,2013,"Comedy, Horror, Sci-Fi",USA,USA,North America
2965,MONSTERZ: Monsutâzu,2014,"Drama, Sci-Fi",Japan,JPN,Asia
2966,The Adventures of RoboRex,2014,"Family, Sci-Fi",USA,USA,North America
2967,Les 4 soldats,2013,"Action, Drama, Sci-Fi",Canada,CAN,North America
2968,Hardcore!,2015,"Action, Adventure, Sci-Fi",Russia,RUS,Europe
2969,Welcome to Willits,2016,"Horror, Sci-Fi",USA,USA,North America
2970,Somnus,2017,"Adventure, Sci-Fi, Thriller",United Kingdom,GBR,Europe
2971,Reaper,2014,"Crime, Horror, Sci-Fi",USA,USA,North America
2972,Advantageous,2015,"Drama, Family, Sci-Fi",USA,USA,North America
2973,Flashes,2014,"Drama, Sci-Fi, Thriller",USA,USA,North America
2974,Ice Soldiers,2013,"Action, Sci-Fi",Canada,CAN,North America
2975,Titanium,2014,"Action, Sci-Fi, Thriller",Russia,RUS,Europe
2976,Capsule,2015,"Drama, History, Sci-Fi",United Kingdom,GBR,Europe
2977,Curtain,2015,"Horror, Mystery, Sci-Fi",USA,USA,North America
2978,Dr. Jekyll and Mr. Hyde,2017,"Horror, Sci-Fi",USA,USA,North America
2979,Pink Zone,2014,"Drama, Romance, Sci-Fi",USA,USA,North America
2980,Listening,2014,"Drama, Sci-Fi, Thriller",USA,USA,North America
2981,Project 12: The Bunker,2016,"Action, Adventure, Sci-Fi",Spain,ESP,Europe
2982,The Carrier,2015,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
2983,Altered Perception,2017,"Fantasy, Mystery, Sci-Fi",USA,USA,North America
2984,5th Passenger,2017,"Sci-Fi, Thriller",USA,USA,North America
2985,Painkillers,2015,"Action, Sci-Fi, Thriller",Canada,CAN,North America
2986,iBoy,2017,"Action, Crime, Sci-Fi",United Kingdom,GBR,Europe
2987,The Sector,2016,Sci-Fi,USA,USA,North America
2988,Magnetic,2015,"Adventure, Fantasy, Sci-Fi",USA,USA,North America
2989,Teleios,2017,"Drama, Sci-Fi",USA,USA,North America
2990,Extinction,2018,"Action, Drama, Sci-Fi",USA,USA,North America
2991,Certain Justice,2014,"Drama, Sci-Fi",Turkey,TUR,Asia
2992,Quadrant 9EV9,2016,"Action, Horror, Sci-Fi",USA,USA,North America
2993,The Next Generation Patoreibâ: Shuto kessen,2015,"Action, Sci-Fi",Japan,JPN,Asia
2994,Uchu Senkan Yamato 2199: Hoshi-Meguru Hakobune,2014,"Animation, Action, Sci-Fi",Japan,JPN,Asia
2995,The Labyrinth,2017,"Fantasy, Horror, Sci-Fi",USA,USA,North America
2996,Another,2014,"Fantasy, Horror, Sci-Fi",USA,USA,North America
2997,Sprouting Orchids,2014,"Mystery, Romance, Sci-Fi",USA,USA,North America
2998,Medusa,2015,"Horror, Sci-Fi, Thriller",USA,USA,North America
2999,Hangar 10,2014,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3000,Aura,2014,"Drama, Sci-Fi",Hungary,HUN,Europe
3001,Io,2019,"Adventure, Drama, Sci-Fi",USA,USA,North America
3002,Dinosaur Island - Viaggio nell'isola dei dinosauri,2014,"Adventure, Family, Sci-Fi",Australia,AUS,Oceania
3003,Nathan's Kingdom,2020,"Adventure, Drama, Sci-Fi",USA,USA,North America
3004,Yeolhansi,2013,"Sci-Fi, Thriller",South Korea,KOR,Asia
3005,Equals,2015,"Drama, Romance, Sci-Fi",USA,USA,North America
3006,Strange Blood,2015,"Horror, Sci-Fi",USA,USA,North America
3007,The Hollow One,2015,"Horror, Sci-Fi, Thriller",USA,USA,North America
3008,The Lotus,2015,"Action, Horror, Sci-Fi",USA,USA,North America
3009,Be Afraid,2017,"Horror, Sci-Fi, Thriller",USA,USA,North America
3010,The Last Man,2019,"Action, Drama, Sci-Fi",Canada,CAN,North America
3011,Future Justice,2014,"Action, Sci-Fi",USA,USA,North America
3012,L.A. Apocalypse - Apocalisse a Los Angeles,2015,"Action, Sci-Fi, Thriller",USA,USA,North America
3013,Logan - The Wolverine,2017,"Action, Drama, Sci-Fi",USA,USA,North America
3014,Diverge,2016,"Drama, Sci-Fi, Thriller",USA,USA,North America
3015,District C-11,2017,"Crime, Sci-Fi",USA,USA,North America
3016,Infini,2015,"Horror, Sci-Fi, Thriller",Australia,AUS,Oceania
3017,Flytrap,2015,"Comedy, Drama, Sci-Fi",USA,USA,North America
3018,One Shot,2014,"Action, Sci-Fi",USA,USA,North America
3019,The Veil - La rivincita di un guerriero,2017,"Action, Adventure, Sci-Fi",USA,USA,North America
3020,As the Gods Will,2014,"Adventure, Horror, Sci-Fi",Japan,JPN,Asia
3021,Code Geass: Boukoku no Akito 3 - Kagayakumono Ten Yori Otsu,2015,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3022,Code Geass: Boukoku No Akito 4,2015,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3023,The Zohar Secret,2016,"Comedy, Drama, Sci-Fi",Israel,ISR,Asia
3024,Senn,2013,"Adventure, Mystery, Sci-Fi",USA,USA,North America
3025,Mnemophrenia,2019,"Drama, Sci-Fi",United Kingdom,GBR,Europe
3026,Transformers - L'ultimo cavaliere,2017,"Action, Adventure, Sci-Fi",USA,USA,North America
3027,The Library,2013,Sci-Fi,USA,USA,North America
3028,X-Men: Apocalisse,2016,"Action, Adventure, Sci-Fi",USA,USA,North America
3029,Short Peace,2013,"Animation, Fantasy, Sci-Fi",Japan,JPN,Asia
3030,Spring,2014,"Horror, Romance, Sci-Fi",Italy,ITA,Europe
3031,Harbinger Down - Terrore tra i ghiacci,2015,"Horror, Sci-Fi",USA,USA,North America
3032,Zombie Ninjas vs Black Ops,2015,"Action, Adventure, Sci-Fi",Australia,AUS,Oceania
3033,The Sand,2015,"Comedy, Horror, Sci-Fi",USA,USA,North America
3034,Terminus,2015,"Drama, Sci-Fi",Australia,AUS,Oceania
3035,The Phoenix Project,2015,"Drama, Sci-Fi",USA,USA,North America
3036,Gaz de France,2015,"Comedy, Sci-Fi",France,FRA,Europe
3037,L.A. Zombie - L'ultima apocalisse,2014,"Action, Horror, Sci-Fi",USA,USA,North America
3038,Violentia,2018,"Drama, Sci-Fi",Canada,CAN,North America
3039,Abduct,2016,"Mystery, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3040,Index Zero,2014,Sci-Fi,United Kingdom,GBR,Europe
3041,Closer to God,2014,"Horror, Sci-Fi, Thriller",USA,USA,North America
3042,The Lucky Man,2017,"Action, Drama, Sci-Fi",USA,USA,North America
3043,Extinction - Sopravvissuti,2015,"Drama, Horror, Sci-Fi",Spain,ESP,Europe
3044,Orbita 9,2017,"Drama, Romance, Sci-Fi",Spain,ESP,Europe
3045,La distancia,2014,"Mystery, Sci-Fi",Spain,ESP,Europe
3046,Zaman Makinesi 1973,2014,"Comedy, Sci-Fi",Turkey,TUR,Asia
3047,"End of Days, Inc.",2015,"Comedy, Sci-Fi",Canada,CAN,North America
3048,Parallels,2015,"Action, Sci-Fi",USA,USA,North America
3049,Vice,2015,"Action, Adventure, Sci-Fi",USA,USA,North America
3050,2047: Sights of Death,2014,"Action, Sci-Fi, Thriller",Italy,ITA,Europe
3051,Shôjo wa isekai de tatakatta,2014,"Action, Sci-Fi",Japan,JPN,Asia
3052,Captain America: Civil War,2016,"Action, Adventure, Sci-Fi",USA,USA,North America
3053,Rz-9,2015,"Action, Sci-Fi",USA,USA,North America
3054,Embers,2015,"Drama, Sci-Fi",Poland,POL,Europe
3055,"Na yeh ling san, ngoh choh seung liu Wong Gok hoi mong Dai Bou dik hung Van",2014,"Comedy, Mystery, Sci-Fi",Hong Kong,HKG,Asia
3056,El incidente,2014,"Horror, Sci-Fi, Thriller",Mexico,MEX,North America
3057,"10,000 Days",2014,Sci-Fi,USA,USA,North America
3058,Pod,2015,"Horror, Mystery, Sci-Fi",USA,USA,North America
3059,Boy 7,2015,"Drama, Mystery, Sci-Fi",Germany,DEU,Europe
3060,90210 Shark Attack,2014,"Drama, Horror, Sci-Fi",USA,USA,North America
3061,Aimy in a Cage,2015,"Drama, Fantasy, Sci-Fi",USA,USA,North America
3062,Unnatural,2015,"Action, Horror, Sci-Fi",USA,USA,North America
3063,Fetish Factory,2017,"Comedy, Horror, Sci-Fi",USA,USA,North America
3064,Hungerford,2014,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
3065,Don't Grow Up,2015,"Drama, Horror, Sci-Fi",France,FRA,Europe
3066,Containment,2015,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3067,Ghost in the Shell: Arise - Border 3: Ghost Tears,2014,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3068,Man Vs.,2015,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
3069,Robo-Dog,2015,"Family, Sci-Fi",USA,USA,North America
3070,The Device,2014,"Horror, Sci-Fi, Thriller",USA,USA,North America
3071,Allegiance of Powers,2016,Sci-Fi,USA,USA,North America
3072,The Diabolical,2015,"Horror, Sci-Fi",USA,USA,North America
3073,Aliens: Zone of Silence,2017,"Horror, Mystery, Sci-Fi",USA,USA,North America
3074,Everything Beautiful Is Far Away,2017,"Fantasy, Sci-Fi",USA,USA,North America
3075,The Coed and the Zombie Stoner,2014,"Comedy, Horror, Sci-Fi",USA,USA,North America
3076,Gyakusatsu kikan,2017,"Animation, Sci-Fi",Japan,JPN,Asia
3077,Harmony,2015,"Animation, Sci-Fi, Thriller",Japan,JPN,Asia
3078,Bikini Girls v Dinosaurs,2014,Sci-Fi,United Kingdom,GBR,Europe
3079,Creature,2014,"Action, Horror, Sci-Fi",India,IND,Asia
3080,Boy 7,2015,"Action, Sci-Fi, Thriller",Netherlands,NLD,Europe
3081,MindGamers,2015,"Action, Sci-Fi, Thriller",Austria,AUT,Europe
3082,Mutant World,2014,Sci-Fi,Canada,CAN,North America
3083,Juarez 2045,2017,"Action, Adventure, Sci-Fi",USA,USA,North America
3084,Let's Be Evil,2016,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3085,Sopravvissuto - The Martian,2015,"Adventure, Drama, Sci-Fi",United Kingdom,GBR,Europe
3086,Parabellum,2015,Sci-Fi,Argentina,ARG,South America
3087,Beyond the Sky,2018,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3088,H.,2014,"Drama, Sci-Fi, Thriller",USA,USA,North America
3089,Lovemilla,2015,"Comedy, Romance, Sci-Fi",Finland,FIN,Europe
3090,Ao oni,2014,"Horror, Sci-Fi",Japan,JPN,Asia
3091,Project-M,2014,"Drama, Sci-Fi",Canada,CAN,North America
3092,V/H/S Viral,2014,"Horror, Sci-Fi, Thriller",USA,USA,North America
3093,For the Plasma,2014,"Comedy, Drama, Sci-Fi",USA,USA,North America
3094,Power Rangers,2017,"Action, Adventure, Sci-Fi",USA,USA,North America
3095,Bokeh,2017,"Drama, Sci-Fi",USA,USA,North America
3096,Revolt,2017,"Action, Adventure, Sci-Fi",United Kingdom,GBR,Europe
3097,Uzay Kuvvetleri 2911,2015,"Animation, Adventure, Sci-Fi",Turkey,TUR,Asia
3098,Earthrise,2014,"Drama, Sci-Fi, Thriller",USA,USA,North America
3099,The Hive,2014,"Horror, Sci-Fi, Thriller",USA,USA,North America
3100,The Encounter,2015,"Horror, Sci-Fi",USA,USA,North America
3101,Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",USA,USA,North America
3102,Jack's Apocalypse,2015,"Fantasy, Sci-Fi, Thriller",USA,USA,North America
3103,400 giorni - Simulazione spazio,2015,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3104,Lo chiamavano Jeeg Robot,2015,"Action, Drama, Sci-Fi",Italy,ITA,Europe
3105,Solo: A Star Wars Story,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3106,Roar,2014,"Action, Adventure, Sci-Fi",India,IND,Asia
3107,A.R.C.H.I.E. - Un robot a quattro zampe,2016,"Family, Sci-Fi",Canada,CAN,North America
3108,The Predator,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3109,Black Road,2016,"Sci-Fi, Thriller",USA,USA,North America
3110,Amelia 2.0,2017,"Drama, Romance, Sci-Fi",USA,USA,North America
3111,Cabin Fever,2016,"Horror, Sci-Fi, Thriller",USA,USA,North America
3112,Tinker',2017,"Drama, Family, Sci-Fi",USA,USA,North America
3113,RWD,2015,"Horror, Sci-Fi, Thriller",USA,USA,North America
3114,Counter Clockwise,2016,"Comedy, Sci-Fi, Thriller",USA,USA,North America
3115,Infinity Chamber,2016,"Sci-Fi, Thriller",USA,USA,North America
3116,Restoration,2016,"Sci-Fi, Thriller",Australia,AUS,Oceania
3117,Kill Order,2017,"Action, Sci-Fi",Canada,CAN,North America
3118,Mr. X,2015,"Action, Sci-Fi",India,IND,Asia
3119,Star Trek: Horizon,2016,"Action, Adventure, Sci-Fi",USA,USA,North America
3120,Cargo,2017,"Drama, Horror, Sci-Fi",Australia,AUS,Oceania
3121,Lazer Team,2015,"Action, Comedy, Sci-Fi",USA,USA,North America
3122,After We Leave,2019,"Drama, Sci-Fi",USA,USA,North America
3123,Cyborg X,2016,"Action, Horror, Sci-Fi",USA,USA,North America
3124,The Record Keeper,2014,Sci-Fi,USA,USA,North America
3125,Lo spazio che ci unisce,2017,"Drama, Romance, Sci-Fi",USA,USA,North America
3126,The Call Up,2016,"Action, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3127,The Rezort,2015,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3128,OzLand,2014,"Drama, Fantasy, Sci-Fi",USA,USA,North America
3129,Chicago Rot,2016,"Drama, Horror, Sci-Fi",USA,USA,North America
3130,Plague,2015,"Drama, Horror, Sci-Fi",Australia,AUS,Oceania
3131,Los Parecidos,2015,"Horror, Mystery, Sci-Fi",Mexico,MEX,North America
3132,The Tribe,2016,"Drama, Sci-Fi, Thriller",USA,USA,North America
3133,A Journey to a Journey,2016,"Drama, Mystery, Sci-Fi",Canada,CAN,North America
3134,Illang - Uomini e lupi,2018,"Action, Sci-Fi",South Korea,KOR,Asia
3135,Star Leaf,2015,"Horror, Sci-Fi, Thriller",USA,USA,North America
3136,Bieffekterna,2016,"Action, Drama, Sci-Fi",Sweden,SWE,Europe
3137,Jackrabbit,2015,"Drama, Sci-Fi, Thriller",USA,USA,North America
3138,Occupants,2015,"Horror, Sci-Fi, Thriller",USA,USA,North America
3139,Tamiluku En Ondrai Aluthavum,2015,"Comedy, Sci-Fi, Thriller",India,IND,Asia
3140,Ghost Source Zero,2017,Sci-Fi,USA,USA,North America
3141,Threshold,2016,"Drama, Horror, Sci-Fi",USA,USA,North America
3142,Level 16,2018,"Drama, Sci-Fi, Thriller",Canada,CAN,North America
3143,Lost Solace,2016,"Drama, Sci-Fi, Thriller",Canada,CAN,North America
3144,Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,2014,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3145,Astraea,2015,"Adventure, Drama, Sci-Fi",USA,USA,North America
3146,Maze Runner - La fuga,2015,"Action, Adventure, Sci-Fi",USA,USA,North America
3147,Encounters,2014,"Horror, Mystery, Sci-Fi",Denmark,DNK,Europe
3148,Virtual Revolution,2016,"Action, Crime, Sci-Fi",USA,USA,North America
3149,96 Souls,2016,"Drama, Mystery, Sci-Fi",USA,USA,North America
3150,Dawn of Destruction,2014,Sci-Fi,USA,USA,North America
3151,Bad Blood: The Movie,2016,"Fantasy, Horror, Sci-Fi",USA,USA,North America
3152,Bugday,2017,"Drama, Sci-Fi",Turkey,TUR,Asia
3153,Andròn: The Black Labyrinth,2015,"Action, Sci-Fi",Italy,ITA,Europe
3154,Realive,2016,"Drama, Sci-Fi",Belgium,BEL,Europe
3155,Canaries,2017,"Comedy, Horror, Sci-Fi",United Kingdom,GBR,Europe
3156,Robot World,2015,"Sci-Fi, Thriller",United Kingdom,GBR,Europe
3157,Terug Naar Morgen,2015,"Drama, Romance, Sci-Fi",Belgium,BEL,Europe
3158,Frankenstein,2015,"Horror, Sci-Fi, Thriller",USA,USA,North America
3159,La notte del giudizio - Election Year,2016,"Action, Horror, Sci-Fi",USA,USA,North America
3160,Super Lopez,2018,"Action, Comedy, Sci-Fi",Spain,ESP,Europe
3161,Nobunaga Concerto: The Movie,2016,"Comedy, Sci-Fi",Japan,JPN,Asia
3162,Alterscape,2018,"Action, Sci-Fi, Thriller",USA,USA,North America
3163,Terbaik dari langit,2014,"Comedy, Drama, Sci-Fi",Malaysia,MYS,Asia
3164,Sueñan los androides,2014,"Sci-Fi, Thriller",Spain,ESP,Europe
3165,Captain Marvel,2019,"Action, Adventure, Sci-Fi",USA,USA,North America
3166,Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3167,Replicas,2018,"Drama, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3168,Rotor DR1,2015,"Family, Sci-Fi",USA,USA,North America
3169,ANI: A Parody,2014,"Comedy, Musical, Sci-Fi",USA,USA,North America
3170,Interstelar,2014,"Comedy, Horror, Sci-Fi",Russia,RUS,Europe
3171,The Rizen,2017,"Action, Horror, Sci-Fi",United Kingdom,GBR,Europe
3172,Prisoner X,2016,"Sci-Fi, Thriller",Canada,CAN,North America
3173,Chimera Strain,2018,"Drama, Sci-Fi, Thriller",India,IND,Asia
3174,The White King,2016,"Drama, Sci-Fi",United Kingdom,GBR,Europe
3175,Arès,2016,"Drama, Sci-Fi, Thriller",France,FRA,Europe
3176,Uncle Kent 2,2015,"Comedy, Sci-Fi",USA,USA,North America
3177,Tangent Room,2017,"Sci-Fi, Thriller",Sweden,SWE,Europe
3178,Broken Darkness,2017,"Action, Drama, Sci-Fi",South Africa,ZAF,Africa
3179,L'impero dei cadaveri,2015,"Animation, Sci-Fi, Thriller",Japan,JPN,Asia
3180,Beta Test,2016,"Action, Sci-Fi, Thriller",USA,USA,North America
3181,The Great Silence,2020,"Action, Sci-Fi, Thriller",USA,USA,North America
3182,The Void - Il vuoto,2016,"Horror, Mystery, Sci-Fi",Canada,CAN,North America
3183,2307: Winter's Dream,2016,Sci-Fi,USA,USA,North America
3184,Sum1,2017,"Horror, Sci-Fi, Thriller",Germany,DEU,Europe
3185,Under Electric Clouds,2015,"Drama, Sci-Fi",Russia,RUS,Europe
3186,The Circle,2017,"Drama, Sci-Fi, Thriller",United Arab Emirates,ARE,Asia
3187,Himitsu: The Top Secret,2016,"Mystery, Sci-Fi, Thriller",Japan,JPN,Asia
3188,Taking Earth,2017,Sci-Fi,South Africa,ZAF,Africa
3189,Other Halves,2015,"Comedy, Horror, Sci-Fi",USA,USA,North America
3190,Le scaphandrier,2015,"Adventure, Horror, Sci-Fi",Canada,CAN,North America
3191,Robot Revolution,2015,Sci-Fi,USA,USA,North America
3192,Ghost in the Shell - The Rising,2015,"Animation, Action, Sci-Fi",Japan,JPN,Asia
3193,The Phoenix Incident,2015,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3194,Three Worlds,2018,"Drama, Sci-Fi",USA,USA,North America
3195,The Wave,2019,"Sci-Fi, Thriller",USA,USA,North America
3196,Tau,2018,"Sci-Fi, Thriller",USA,USA,North America
3197,Lost in the Pacific,2016,"Adventure, Sci-Fi, Thriller",China,CHN,Asia
3198,The Creature Below,2016,"Horror, Sci-Fi",United Kingdom,GBR,Europe
3199,Arcadia,2016,"Action, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3200,Haphead,2015,Sci-Fi,Canada,CAN,North America
3201,Cities of Last Things,2018,"Crime, Drama, Sci-Fi",Taiwan,TWN,Asia
3202,Game Therapy,2015,"Action, Comedy, Sci-Fi",Italy,ITA,Europe
3203,Terra Formars,2016,"Action, Horror, Sci-Fi",Japan,JPN,Asia
3204,Officer Downe,2016,"Action, Comedy, Sci-Fi",USA,USA,North America
3205,Gyarakushî kaidou,2015,"Comedy, Sci-Fi",Japan,JPN,Asia
3206,Native,2016,"Drama, Sci-Fi",United Kingdom,GBR,Europe
3207,Post Human: An Event,2017,"Drama, Horror, Sci-Fi",United Kingdom,GBR,Europe
3208,Bodysnatch,2017,"Sci-Fi, Thriller",USA,USA,North America
3209,Genesis,2018,Sci-Fi,United Kingdom,GBR,Europe
3210,Mafiya: Igra na vyzhivanie,2016,"Action, Sci-Fi, Thriller",Russia,RUS,Europe
3211,Deadly Voltage,2015,"Drama, Sci-Fi",Canada,CAN,North America
3212,Cosmos,2019,"Adventure, Mystery, Sci-Fi",United Kingdom,GBR,Europe
3213,Caught,2017,"Horror, Sci-Fi",United Kingdom,GBR,Europe
3214,We've Forgotten More Than We Ever Knew,2016,"Drama, Sci-Fi",USA,USA,North America
3215,Maze Runner - La rivelazione,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3216,The Rift: Dark Side of the Moon,2016,"Horror, Sci-Fi, Thriller",Serbia,SRB,Europe
3217,Morgan,2016,"Action, Horror, Sci-Fi",USA,USA,North America
3218,Valley of the Gods,2019,"Adventure, Drama, Sci-Fi",Poland,POL,Europe
3219,Defective,2017,"Action, Sci-Fi, Thriller",Canada,CAN,North America
3220,Monster: The Prehistoric Project,2015,"Horror, Sci-Fi",USA,USA,North America
3221,Road Wars - Benvenuto all'inferno!,2015,"Action, Sci-Fi",USA,USA,North America
3222,Collider,2018,"Action, Sci-Fi",USA,USA,North America
3223,Paradox,2016,"Action, Drama, Sci-Fi",USA,USA,North America
3224,Project Eden: Vol. I,2017,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3225,Jeruzalem,2015,"Horror, Sci-Fi, Thriller",Israel,ISR,Asia
3226,First Man on Mars,2016,"Comedy, Horror, Sci-Fi",USA,USA,North America
3227,Gray Matter,2018,Sci-Fi,Canada,CAN,North America
3228,The Mind's Eye,2015,"Action, Horror, Sci-Fi",USA,USA,North America
3229,Sleight - Magia,2016,"Drama, Sci-Fi",USA,USA,North America
3230,Reversion,2015,"Sci-Fi, Thriller",USA,USA,North America
3231,Rupture,2016,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
3232,Devil's Gate,2017,"Horror, Sci-Fi, Thriller",Canada,CAN,North America
3233,The Perfect Weapon,2016,"Action, Drama, Sci-Fi",USA,USA,North America
3234,Flight World War II,2015,"Action, Adventure, Sci-Fi",USA,USA,North America
3235,Atop the Fourth Wall: The Movie,2015,"Comedy, Sci-Fi, Thriller",USA,USA,North America
3236,Fräulein: una fiaba d'inverno,2016,"Comedy, Fantasy, Sci-Fi",Italy,ITA,Europe
3237,The Broken Key,2017,"History, Sci-Fi, Thriller",Italy,ITA,Europe
3238,Dark Iris,2018,"Sci-Fi, Thriller",USA,USA,North America
3239,New Mutants,2020,"Action, Horror, Sci-Fi",USA,USA,North America
3240,Lucy in the Sky,2019,"Drama, Sci-Fi",USA,USA,North America
3241,OtherLife,2017,"Crime, Mystery, Sci-Fi",Australia,AUS,Oceania
3242,Mail Order Monster,2018,"Drama, Family, Sci-Fi",USA,USA,North America
3243,Domain,2016,"Drama, Sci-Fi, Thriller",USA,USA,North America
3244,Bumblebee,2018,"Action, Adventure, Sci-Fi",China,CHN,Asia
3245,The Cannibal in the Jungle,2015,"Crime, Horror, Sci-Fi",USA,USA,North America
3246,Curvature,2017,"Mystery, Sci-Fi, Thriller",USA,USA,North America
3247,Attraction,2017,"Drama, Romance, Sci-Fi",Russia,RUS,Europe
3248,Stille Reserven,2016,Sci-Fi,Austria,AUT,Europe
3249,CTRL,2018,"Horror, Sci-Fi, Thriller",United Kingdom,GBR,Europe
3250,Astral,2018,"Drama, Horror, Sci-Fi",United Kingdom,GBR,Europe
3251,Robo Sway,2016,"Action, Sci-Fi, Thriller",USA,USA,North America
3252,Shark - Il primo squalo,2018,"Action, Horror, Sci-Fi",USA,USA,North America
3253,Fighting the Sky,2018,"Action, Sci-Fi, Thriller",USA,USA,North America
3254,Robot Sound,2016,Sci-Fi,South Korea,KOR,Asia
3255,His Master's Voice,2018,"Drama, Sci-Fi",Canada,CAN,North America
3256,After the Outbreak,2017,"Horror, Sci-Fi",USA,USA,North America
3257,Indru Netru Naalai,2015,"Comedy, Sci-Fi, Thriller",India,IND,Asia
3258,Here Alone,2016,"Drama, Horror, Sci-Fi",USA,USA,North America
3259,Time Trap,2017,"Action, Adventure, Sci-Fi",USA,USA,North America
3260,Time Toys,2016,"Family, Sci-Fi",USA,USA,North America
3261,Nowhere Boys: The Book of Shadows,2016,"Drama, Fantasy, Sci-Fi",Australia,AUS,Oceania
3262,Black Wake,2018,"Horror, Sci-Fi, Thriller",USA,USA,North America
3263,Mind and Machine,2017,"Crime, Sci-Fi, Thriller",USA,USA,North America
3264,A la recherche de l'Ultra-Sex,2015,"Adventure, Comedy, Sci-Fi",France,FRA,Europe
3265,Danchi,2016,"Comedy, Sci-Fi",Japan,JPN,Asia
3266,Anti Matter,2016,"Mystery, Sci-Fi",United Kingdom,GBR,Europe
3267,Jurassic World - Il regno distrutto,2018,"Action, Adventure, Sci-Fi",USA,USA,North America
3268,Erased,2016,"Drama, Mystery, Sci-Fi",Japan,JPN,Asia
3269,Rogue Warrior: Robot Fighter,2016,"Action, Sci-Fi",USA,USA,North America
3270,The Worthy,2016,"Action, Sci-Fi, Thriller",United Arab Emirates,ARE,Asia
3271,The Whispering Star,2015,Sci-Fi,Japan,JPN,Asia
3272,Red Island,2018,"Horror, Mystery, Sci-Fi",Canada,CAN,North America
3273,Await Further Instructions,2018,"Horror, Mystery, Sci-Fi",United Kingdom,GBR,Europe
3274,Marjorie Prime,2017,"Drama, Romance, Sci-Fi",USA,USA,North America
3275,24,2016,"Action, Sci-Fi, Thriller",India,IND,Asia
3276,Lone Wolves,2016,"Action, Sci-Fi",Australia,AUS,Oceania
3277,Upp i det blå,2016,"Comedy, Family, Sci-Fi",Sweden,SWE,Europe
3278,iGirlfriend,2016,"Comedy, Sci-Fi, Thriller",USA,USA,North America
3279,CineBasura: La peli,2016,"Comedy, Horror, Sci-Fi",Spain,ESP,Europe
3280,Mindhack: #savetheworld,2017,Sci-Fi,USA,USA,North America
3281,Abby Sen,2015,"Comedy, Drama, Sci-Fi",India,IND,Asia
3282,Prodigy,2017,"Drama, Sci-Fi, Thriller",USA,USA,North America
3283,Like Cattle Towards Glow,2015,"Drama, Sci-Fi",Germany,DEU,Europe
3284,Jaws 19,2015,"Action, Horror, Sci-Fi",Russia,RUS,Europe
3285,Incontrol,2017,"Drama, Sci-Fi, Thriller",Canada,CAN,North America
3286,The Northlander,2016,"Adventure, Fantasy, Sci-Fi",Canada,CAN,North America
3287,Rocky Horror Show Live,2015,"Comedy, Musical, Sci-Fi",United Kingdom,GBR,Europe
3288,Aloys,2016,"Drama, Fantasy, Sci-Fi",Switzerland,CHE,Europe
3289,The Dark Tapes,2016,"Horror, Mystery, Sci-Fi",USA,USA,North America
3290,Altered Hours,2016,"Sci-Fi, Thriller",USA,USA,North America
